name,line
Ryo Yamada," Sandpaper, please."
Ikuyo Kita," It's kind of a chore, huh?"
Ryo Yamada, Whoops. Think I botched it.
Ikuyo Kita, It's okay. Just do it like this. See?
Seika Ijichi, They're used to it!
Ryo Yamada, Up we go. Did I make her face too long?
Ikuyo Kita, I think it's about right.
Hitori Gotou," Oh, thank you!"
Ikuyo Kita, A-Actually can I fix it up a little?
Ryo Yamada," By the way, Ikuyo. You played pretty well today for only having done this for three months."
Kikuri Hiroi, Huh? Who's Ikuyo again?
Ikuyo Kita, Dunno! Who'd have a crummy old name like that?!
Seika Ijichi," It's your name, isn't it?!"
Kikuri Hiroi," Oh, it's Kita-chan's name?"
san," That face is contagious, huh?"
Ikuyo Kita, I hid it for so long! I hate my name so much!
Seika Ijichi, How come? It's cute.
Ikuyo Kita," You wouldn't understand, since you have a beautiful name that means ""song of the stars""!"
Kikuri Hiroi, Look at her freak out!
Ikuyo Kita, But mine sounds like a bad pun! Kita! Ikuyo! (I'm here! Let's go!) Are you serious?!
Seika Ijichi, I think we broke her.
Ikuyo Kita, My full name is Kita Kita.
Ryo Yamada, Seeing you withdraw into your shell is fun.
Seika Ijichi, You're sadistic.
Kikuri Hiroi," So, as for what you were saying before... You were mumbling about supporting yourself with the guitar and becoming a NEET."
Hitori Gotou, I-I'm sorry for losing my head...
Kikuri Hiroi," Hey, nothin' wrong with it. But lemme give you some advice as your senpai in the world of bands. Just chill out and enjoy yourself!"
san," If you put the weight of success on your own shoulders all the time, you'll just make yourself miserable."
Seika Ijichi, That's right. It's important to enjoy the process of making your dream come true.
Kikuri Hiroi," By the way, Senpai, how come you suddenly quit playing?"
Hitori Gotou, Th-The manager was in a band?
Kikuri Hiroi," Oh, yah. They were super popular."
Hitori Gotou, Then wh-why...
Seika Ijichi, I got sick of bands.
Kikuri Hiroi," But you run a club. What's the deal there, huh?"
Seika Ijichi, Shut up and drink.
Kikuri Hiroi," What, I can? Thanks a bunch!"
Hitori Gotou, Nijika-chan never said a word about that... Huh? And Nijika-chan's been gone a while...
Seika Ijichi," I'm not paying for you, though."
Kikuri Hiroi, Aww...
Hitori Gotou, E-Excuse me. I have to use the restroom.
Kikuri Hiroi," Manager, keep 'em comin'!"
Hitori Gotou, E-Excuse me... Nijika-chan?
Nijika Ijichi," Oh, Bocchi-chan!"
Hitori Gotou, I-Is something the matter?
Nijika Ijichi," Nah, just getting some fresh air."
Hitori Gotou," I-It's been getting cold at night lately, huh?"
Nijika Ijichi," Sure has. Next thing we know, summer break's gonna be over!"
Hitori Gotou," I hear nothing. I know nothing. Summer break never ends. I'm not a student. Trees, water, planets, Milky Way..."
Nijika Ijichi, Bocchi-chan! Back to reality!
Hitori Gotou, S-Sorry. E-Excuse me...
Nijika Ijichi," Say... I realized something while I was watching you play today. You're guitarhero, aren't you?"
Hitori Gotou," W-Well, a-actually, n-no, about that..."
Nijika Ijichi, It was pretty obvious from the on-point way you were strumming. And I finally noticed you had the same guitar.
Hitori Gotou, No use trying to hide it now.
Hitori Gotou," Um... I am. B-But I didn't hide it on purpose. S-Since I'm anything but a hero right now... I w-wanted to wait to tell you until I fixed the way I am. E-Especially you, Nijika-chan. A-Are you shocked to find out?"
Nijika Ijichi, Nah... It made me all the more happy to have you!
Hitori Gotou, What?
Nijika Ijichi," See, I told you I had a dream before, right?"
Hitori Gotou, Y-Yes?
Nijika Ijichi," My mom died when I was little, and my dad was never home, so my sister was pretty much my only family. But since I hated being alone, when my sis started a band, I had her take me to her clubs all the time. It all seemed so shining to me. I was never happier anywhere else. I was her inspiration for quitting her band and starting up this club. Starry is a place my sister made for me. Though I'll bet she won't admit it. So my real dream is to make a band popular enough for me and my sister and make Starry even more famous! But when I actually started my band, I spent a while thinking that it was kind of out of my reach. And everyone was so disheartened today. But every time things are looking their worst, you're the one who breaks through it for us! Bocchi-chan, you were one heck of a hero to me today. Ryo wants to use this band to finally get to play music from the heart, and Kita-chan wants to really do something with us. They've all invested their hopes in the band. That reminds me, you never actually told me what you were doing the band for now."
Hitori Gotou," I... As a guitarist, I want to make the Kessoku Band we all care so much about the best band it can be! A-And I want us to become such a popular band that we can make money and not have to finish school..."
Nijika Ijichi," That's a pretty tall order! But I accept your investment! I sure do wish you could play the way you do in your videos every time, though..."
Hitori Gotou, I'll d-do my best...
Nijika Ijichi," But now I know it for sure! Having you with us will make our dreams possible! So keep showing us more and more. Of ""Bocchi-chan's rock."" Bocchi the Rock!"
Hitori Gotou, Okay!
Hitori Gotou," Kessoku Band managed to succeed in its first full four-member concert. And so, our summer came to... a middle. That's right. We do have some break left, don't we? Until my summer break comes to an end..."
Michiyo Gotou, What lovely weather!
Hitori Gotou, I'm going to spend every single day enjoying it to its fullest.
Futari Gotou, Shake!
Hitori Gotou," Another fulfilling day... Not! It's summer break, but I'm not doing a single thing differently! I mean, playing guitar is fun and all, but... I was thinking Kessoku Band might hang out together, so I've cleared my schedule of everything but work, but... Of course, it's usually clear regardless, but... B-But keeping it clear has a totally different feel, right? Still, even at work, nobody so much as suggests hanging out..."
Nijika Ijichi, Bocchi-chan! See you at work again tomorrow!
Hitori Gotou," The members of a band usually hang out, don't they? But I guess when we're all available, we should be practicing... S-Still, just for once, I'd like to... Yeah, that's right! I can't always be passive! B-But if I bring it up, I'm the one who'll have to pick the place and time... I can't think of a plan that'll satisfy everyone! But I just have to work up the courage! I'll start with Nijika-chan! Well... It's a bit late to call now. A-Anyway, there's a lot of summer break left! I'm sure one of them will make the offer sooner or later."
Michiyo Gotou, Hitori-chan! Time to eat!
TV," What is the general theory of relativity? The general theory of relativity states that the passage of time slows in the presence of a powerful gravity well. Time slows due to curvature of spacetime caused by a powerful gravity well The black holes theorized to exist throughout space are believed to be the end state of the life cycle of massive stars. Their extreme density and high gravitational potential mean that not only matter, but even light, becomes trapped forever in their pull. The gravitational field causes time to slow so much that it nearly stops..."
Michiyo Gotou," Hitori-chan! I'm coming in! I thought I'd air out the futons while the weather's nice. Don't lie around all day, all right? You'll be back at school soon."
Hitori Gotou, But I'm in a black hole.
Futari Gotou, It's done!
Nijika Ijichi, Bocchi-chan? Acting strange?
Ikuyo Kita," Yeah. She's been staring out into space, and she's barely talked in days."
Ryo Yamada, Sounds like typical Bocchi.
Nijika Ijichi," C'mon, you can't possibly..."
Hitori Gotou, Astaxanthin. Canthaxanthin.
Nijika Ijichi, ...be exaggerating.
Ikuyo Kita," I'm not! She seemed on the verge of tears for a minute, but then she spontaneously started dancing the samba!"
Hitori Gotou, Tortilla!
Nijika Ijichi, That's not good!
Ryo Yamada, Typical Bocchi.
Ikuyo Kita, It is not!
Seika Ijichi, Hey. Could you get Bocchi-chan to knock it off?
Ryo Yamada, Eh?
Seika Ijichi, She's been making cicada graves in front of the club all day.
Nijika Ijichi, That's way too out there! What's got her freaking out like that?
Ikuyo Kita, I wonder if it's because today's the last day of summer break.
Hitori Gotou, Farewell. Farewell.
Ryo Yamada, I don't wanna go back to school either.
Seika Ijichi," Say, guys. Have you actually taken her out anywhere this summer? One time, while you were working, I asked what she was doing with her time off..."
Seika Ijichi, Bocchi-chan. What are you doing with your break when you're not working?
Hitori Gotou," Um, I... My little sister asked me to teach her guitar, so I did."
Seika Ijichi," Hey, that's nice."
Hitori Gotou, B-But...
Futari Gotou," Today I asked my sister to teach me to play guitar! I thought it was awesome how my sister stayed inside practicing, day after day! I have too many things to do and too many friends to play with over summer break, so I can't stay home practicing every day like her! That's why I think it's awesome!"
Hitori Gotou," H-Her words sent me into a spiral, and I ended up not getting out of bed for days."
Seika Ijichi, I see.
Hitori Gotou, I cleared my schedule! N-Not because I have nothing to do! I cleared it on purpose!
Seika Ijichi, R-Right.
Seika Ijichi, She said all that.
Nijika Ijichi, Why didn't you tell us earlier?
Ikuyo Kita," I wanted to invite her, but... My schedule's packed every day I'm not here, and I thought she'd be uncomfortable around people she doesn't know, so... What about you, Ijichi-senpai?"
Nijika Ijichi," W-Well, when we're not practicing, I'm cleaning up at home or working here, so..."
Ikuyo Kita, R-Ryo-senpai?
Ryo Yamada, I figured you two had invited her already.
Nijika Ijichi, Y-You're telling me...
Ryo Yamada, Nobody invited Bocchi-chan out?
Nijika Ijichi, Nobody invited Bocchi-chan out?
Ikuyo Kita, Nobody invited Bocchi-chan out?
Seika Ijichi, You guys need to change your band name.
Ikuyo Kita, G-Gotoh-san! You want to hang out?
Hitori Gotou, Docosahexaenoic acid. Eicosapentaenoic acid.
Ikuyo Kita," Come back to us! I know! Let's all go to the beach together, right now! We could hit up Enoshima!"
Nijika Ijichi, Great idea! It's a straight shot from Shimo-Kita.
Hitori Gotou, B-But... What-about-our-practice-then?
Ryo Yamada, Why's she talking like a robot?
Nijika Ijichi," We can practice any time! It's not like we have our next concert scheduled, anyway."
Ikuyo Kita, Let's use our last day of summer break to make memories together!
Hitori Gotou, Memories...
Ikuyo Kita, Isn't that a great idea? Let's go to the beach together!
Ryo Yamada, But it might be too late to swim.
Hitori Gotou, Y-Yeah... no point in going to the beach if you can't swim.
Ikuyo Kita, B-But there's still the beach shacks!
Nijika Ijichi, Let's eat shirasu-don! And we can gaze at the ocean from the sand...
Hitori Gotou, Ocean... Sand...
Nijika Ijichi, See? Doesn't that sound fun?
Guitar man, Wait for me!
Guitar woman, You catch up!
Guitar man," The end of summer, huh?"
Guitar woman, Let's come again next year.
Guitar man, Tropical love forever!
Hitori Gotou, Tropical love...
Ikuyo Kita, Gotoh-san!
Hitori Gotou, Forever...
Nijika Ijichi, Why is this happening?
Ikuyo Kita, I think I made it worse somehow.
Nijika Ijichi, Okay! Let's take her out while she's docile!
Ryo Yamada, Roger!
Nijika Ijichi," Kita-chan, you carry Bocchi-chan!"
Ikuyo Kita, What?!
Nijika Ijichi, Okay! Let's get going to Enoshima!
Ryo Yamada, Yeah!
Ikuyo Kita, Gotoh-san! We'll be making those summer memories soon! Just hang in there a little longer!
Hitori Gotou, Scary... Tropical...
Hitori Gotou, I'm in a black hole... at the far reaches of the galaxy... Too far for the sunshine of summer to reach... Trapped by the powerful gravity...
Nijika Ijichi, She must really hate school to be acting this way.
Ryo Yamada, Is your school super strict?
Ikuyo Kita," No, I'd say it's on the liberal side. And the culture festivals are lots of fun!"
Nijika Ijichi," Aw, lucky! Our school's pretty strict, and the culture festivals are super uptight. It's mostly science project posters and stuff."
Ikuyo Kita," Really? That's right. Shimo-Kitazawa High is a prep school, isn't it? You two must be really smart!"
Nijika Ijichi," I'm pretty average, myself... And Ryo is... yeah."
Ikuyo Kita, Eh?
Nijika Ijichi," You bombed your last round of tests, right?"
Ryo Yamada, Yep.
Ikuyo Kita, Eh?
Nijika Ijichi, She picked the school for the same reason I did: because it was close to home!
Ryo Yamada, Yep.
Ikuyo Kita, But then how did you pass the entrance exam?
Nijika Ijichi," Ryo's a cram-the-night-before type. She worked really hard right before the exam, but apparently forgot it all after."
Ryo Yamada," When I study too hard, I forget how to play bass."
Ikuyo Kita, Which means Ryo-senpai isn't mysterious and thoughtful at all... No! Her brain is so small you can hear it rattling around in her skull!
Nijika Ijichi, Maybe we can use that sound in a new song!
Ikuyo Kita, Stop it! Stop destroying my fantasy!
Ryo Yamada, Don't yell on the train.
Ikuyo Kita, I'm deleting this conversation from my memory!
Nijika Ijichi, Is this what overly strong love does to you?
Hitori Gotou, C-Curvature of spacetime...
Nijika Ijichi," What are you seeing right now, Bocchi-chan?"
Ryo Yamada, I don't get why she's so isolated at school. She's so fun.
Nijika Ijichi, Right? I wish everyone at her school could see how cool she is.
Ikuyo Kita, I'll make sure to talk to her when school starts again.
Nijika Ijichi, You totally should! Bocchi-chan's dream right now is to drop out of school!
Ikuyo Kita, Does that even count as a dream?!
Nijika Ijichi," Anyway, let's use today to make a fun summer memory with Bocchi-chan!"
Ikuyo Kita," Let's take a picture, Gotoh-san!"
Ryo Yamada, I'm gonna get some sea salt soft-serve. See you later.
Nijika Ijichi, Hey! No one said this was free time!
Ikuyo Kita, Gotoh-san. Please wake up already! Gotoh-san!
Nijika Ijichi, Look! The beach is so big!
Hitori Gotou, H-Huh? Wh-When did I...
Nijika Ijichi, You've really been out cold this whole time?
Hitori Gotou," Th-Thank you, Kita-san."
Hitori Gotou," When was the last time I've been to the beach? Now that I'm here, I can see how beautiful it—"
Beach Shack Clerk," Hey, girls! Come eat at our beach shack! We got a discount for cuties like you!"
